"","date.x","ag_prices","cattle","cattle_feed","census_hort","cold_stor","crop_prog_cond","dairy_prod","hop_stocks","live_slaughter","local_foods","rice_stocks","organic","ddate","date.y","geo.x","time.x","gprop.x","category","gtw_ag_prices","gtw_cattle","gtw_cattle_feed","gtw_cold_stor","gtw_crop_prog_cond","gtw_dairy_prod","gtw_hop_stocks","gtw_live_slaughter","gtw_local_foods","gtw_rice_stocks","date.x.x","geo.y","time.y","gprop.y","gtn_cattle","gtn_cold_stor","gtn_crop_prod_cond","gtn_dairy_prod","gtn_local_foods","date.y.y","red_ag_prices","red_cattle","red_census_hort","red_cert_org","red_cold_stor","red_crop_prog_cond","red_dairy_prod","red_local_foods","tdate","cattle100"
"78","03/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-18 20:00:00,NA
"79","03/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-19 20:00:00,NA
"80","03/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-20 20:00:00,NA
"81","03/22/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-21 20:00:00,NA
"82","03/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/23/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-03-22 20:00:00,NA
"83","03/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-24,"3/24/2019","US","2018-11-01 2020-11-01","web",0,NA,87,3,65,1,71,NA,NA,3,NA,"3/24/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,"3/24/2019",NA,8,NA,NA,NA,NA,NA,NA,2019-03-23 20:00:00,NA
"84","03/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-24 20:00:00,NA
"85","03/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-25 20:00:00,NA
"86","03/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-26 20:00:00,NA
"87","03/28/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-27 20:00:00,NA
"88","03/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/29/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-03-28 20:00:00,NA
"89","03/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-29 20:00:00,NA
"90","03/31/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-31,"3/31/2019","US","2018-11-01 2020-11-01","web",0,NA,87,4,62,NA,100,2,3,2,1,"3/31/2019","US","2018-11-01 2020-11-01","news",NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-30 20:00:00,NA
"91","04/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-31 20:00:00,NA
"92","04/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01 20:00:00,NA
"93","04/03/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-02 20:00:00,NA
"94","04/04/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/4/2019",NA,13,NA,NA,NA,NA,NA,NA,2019-04-03 20:00:00,NA
"95","04/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/5/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-04-04 20:00:00,NA
"96","04/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-05 20:00:00,NA
"97","04/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-07,"4/7/2019","US","2018-11-01 2020-11-01","web",0,NA,86,1,59,2,91,2,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06 20:00:00,NA
"98","04/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-07 20:00:00,NA
"99","04/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08 20:00:00,NA
"100","04/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09 20:00:00,NA
"101","04/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-10 20:00:00,NA
"102","04/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11 20:00:00,NA
"103","04/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/13/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-04-12 20:00:00,NA
"104","04/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14,"4/14/2019","US","2018-11-01 2020-11-01","web",0,NA,80,3,71,2,78,NA,2,3,1,"4/14/2019","US","2018-11-01 2020-11-01","news",29,NA,NA,NA,NA,"4/14/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-04-13 20:00:00,NA
"105","04/15/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/15/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-04-14 20:00:00,NA
"106","04/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/16/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-04-15 20:00:00,NA
"107","04/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/17/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-04-16 20:00:00,NA
"108","04/18/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/18/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-04-17 20:00:00,NA
"109","04/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18 20:00:00,NA
"110","04/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-19 20:00:00,NA
"111","04/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-21,"4/21/2019","US","2018-11-01 2020-11-01","web",0,NA,84,2,64,2,74,NA,3,2,NA,"4/21/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20 20:00:00,NA
"112","04/22/19",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/22/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-04-21 20:00:00,NA
"113","04/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/23/2019",NA,7,NA,NA,NA,NA,NA,NA,2019-04-22 20:00:00,NA
"114","04/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23 20:00:00,NA
"115","04/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24 20:00:00,NA
"116","04/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25 20:00:00,NA
"117","04/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/27/2019",NA,6,NA,NA,NA,NA,NA,NA,2019-04-26 20:00:00,NA
"118","04/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-28,"4/28/2019","US","2018-11-01 2020-11-01","web",0,NA,80,2,64,3,78,NA,2,2,NA,"4/28/2019","US","2018-11-01 2020-11-01","news",30,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27 20:00:00,NA
"119","04/29/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-28 20:00:00,NA
"120","04/30/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/30/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-04-29 20:00:00,NA
"121","05/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-30 20:00:00,NA
"122","05/02/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-01 20:00:00,NA
"123","05/03/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-02 20:00:00,NA
"124","05/04/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-03 20:00:00,NA
"125","05/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-05,"5/5/2019","US","2018-11-01 2020-11-01","web",0,NA,85,2,61,3,76,NA,2,2,1,"5/5/2019","US","2018-11-01 2020-11-01","news",30,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-04 20:00:00,NA
"126","05/06/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-05 20:00:00,NA
"127","05/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-06 20:00:00,NA
"128","05/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-07 20:00:00,NA
"129","05/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-08 20:00:00,NA
"130","05/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-09 20:00:00,NA
"131","05/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-10 20:00:00,NA
"132","05/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-12,"5/12/2019","US","2018-11-01 2020-11-01","web",0,NA,80,2,68,7,61,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-11 20:00:00,NA
"133","05/13/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-05-12 20:00:00,NA
"134","05/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-05-13 20:00:00,NA
"135","05/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/15/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-05-14 20:00:00,NA
"136","05/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-15 20:00:00,NA
"137","05/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-05-16 20:00:00,NA
"138","05/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17 20:00:00,NA
"139","05/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-19,"5/19/2019","US","2018-11-01 2020-11-01","web",0,NA,74,7,66,14,55,NA,2,2,NA,"5/19/2019","US","2018-11-01 2020-11-01","news",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18 20:00:00,NA
"140","05/20/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-19 20:00:00,NA
"141","05/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-20 20:00:00,NA
"142","05/22/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21 20:00:00,NA
"143","05/23/19",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22 20:00:00,NA
"144","05/24/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/24/2019",NA,NA,NA,NA,NA,NA,2,NA,2019-05-23 20:00:00,NA
"145","05/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/25/2019",NA,7,NA,NA,NA,NA,4,NA,2019-05-24 20:00:00,NA
"146","05/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-26,"5/26/2019","US","2018-11-01 2020-11-01","web",0,NA,68,2,72,15,71,NA,4,2,1,"5/26/2019","US","2018-11-01 2020-11-01","news",63,NA,NA,NA,NA,"5/26/2019",NA,5,NA,NA,NA,NA,1,NA,2019-05-25 20:00:00,NA
"147","05/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/27/2019",NA,5,NA,NA,NA,NA,NA,NA,2019-05-26 20:00:00,NA
"148","05/28/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-27 20:00:00,NA
"149","05/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/29/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-05-28 20:00:00,NA
"150","05/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29 20:00:00,NA
"151","05/31/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-30 20:00:00,NA
"152","06/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31 20:00:00,NA
"153","06/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-02,"6/2/2019","US","2018-11-01 2020-11-01","web",0,NA,74,1,75,13,95,NA,NA,3,1,"6/2/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01 20:00:00,NA
"154","06/03/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-02 20:00:00,NA
"155","06/04/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-03 20:00:00,NA
"156","06/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/5/2019",NA,13,NA,NA,NA,NA,NA,NA,2019-06-04 20:00:00,NA
"157","06/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/6/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-06-05 20:00:00,NA
